objid,ra,dec,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks,status
1237663784206663907,21.160247789611,0.0498671413192146,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(49, 50)]",success
1237663784206663908,21.1625036376698,0.0495517562530397,NO_PEAK,"[]",SINGLE,"[(29, 53)]",SINGLE,"[(29, 53)]",DOUBLE,"[(30, 53)(29, 53)]",success
1237678617428034611,23.358147151224,1.15943430578646,SINGLE,"[(76, 51)]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(20, 41)(21, 41)]",success
1237657071157379417,23.3860026342094,0.273166498195036,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(40, 29)(46, 26)]",success
1237666407920435548,34.084744594223,-0.169733807328726,SINGLE,"[(26, 15)]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(1, 75)(19, 66)]",success
1237663782602998079,37.0448998384718,-1.05107261107958,NO_PEAK,"[]",SINGLE,"[(38, 1)]",SINGLE,"[(38, 1)]",DOUBLE,"[(39, 1)(38, 1)]",success
1237663783140459435,38.3984339843098,-0.743445063735982,SINGLE,"[(30, 65)]",NO_PEAK,"[]",DOUBLE,"[(15, 45)(16, 45)]",SINGLE,"[(16, 45)]",success
1237678437015814281,38.4503885083543,1.16459212099603,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(48, 99)(50, 53)]",NO_PEAK,"[]",success
1237678437015814282,38.4504174769399,1.16580151747276,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(48, 90)(48, 92)]",NO_PEAK,"[]",success
1237657587097665717,40.0514669704676,0.72178417207879,SINGLE,"[(95, 89)]",SINGLE,"[(1, 38)]",NO_PEAK,"[]",DOUBLE,"[(40, 35)(40, 36)]",success
1237663239272988989,43.5518889656012,0.486393639954514,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(7, 21)(8, 22)]",NO_PEAK,"[]",success
1237663237127995561,49.3048319979534,-1.08812101823857,NO_PEAK,"[]",DOUBLE,"[(50, 49)(45, 15)]",NO_PEAK,"[]",NO_PEAK,"[]",success
1237663237127995570,49.3050503799145,-1.08681180401371,NO_PEAK,"[]",DOUBLE,"[(48, 37)(57, 99)]",NO_PEAK,"[]",SINGLE,"[(32, 25)]",success
1237666339187982681,14.2719179297635,-0.13014996179103,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(50, 51)]",success
1237663784740586050,14.400874344472,0.624768586282623,DOUBLE,"[(16, 24)(17, 24)]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(40, 24)]",success
